num,sku
14371,HALLIV5A9E30A10D639
14372,HALLIV5ACCA1824520F
14373,HALLOC59BA8E2B9A083
14374,HALLOC59BA90B15F049
14375,HALMAG59AC52FBEAE3B
14376,HALMAG59AC54D0B2BBB
14377,HALMAG59AC54D4A24A0
14378,HALMAG59F9634E449F0
14379,HALMAG5A013F7DBE8BC
14380,HALMAG5A5ED90CA4FA8
14381,HALMAG5A5ED90D17786
14382,HALMAG5A5ED90E02A76
14383,HALMAG5A5ED90F19E33
14384,HALMAG5A5ED90F98938
14385,HALMAG5A5ED9108CFA3
14386,HALMAG5A5ED911F265B
14387,HALMAG5A5ED912647C2
14388,HALMAG5A5ED9135F85F
14389,HALMAG5A5ED9142D555
14390,HALMAG5AA0ECCE84D6E
14391,HALMAG5AA0ECCF1B480
14392,HALMAG5AA0ECCF8689F
14393,HALMAG5AA0ECD20BC1D
14394,HALMAG5AA0ECD598330
14395,HALMAG5AA0ECDF77F30
14396,HALMAG5AA0ECE194782
14397,HALMAG5AA0ECE5ADBB2
14398,HALMAG5AA0ECE607BAC
14399,HALMAG5AA0ECE75DD85
14400,HALMAG5AA0ECE7ABEBE
14401,HALMAG5AA0ECEB20DF4
14402,HALMAG5AA0ECEB6E91D
14403,HALMAG5AA0ECECAFC27
14404,HALMAG5AA0ED012979C
14405,HALMAG5AA0ED126CC90
14406,HALMAG5AA22D5F21E80
14407,HALMAG5AA22D62AF14F
14408,HALMAG5AA22D68339CD
14409,HALMAG5AA22D69824B4
14410,HALMAG5AA22D69D01AC
14411,HALMAG5AA22D6BD28AC
14412,HALMAG5AA22D6F94428
14413,HALMAG5AA22D736837C
14414,HALMAG5AA22D782F2D8
14415,HALMAG5AA22D7A936B2
14416,HALMAG5AA22D7EE8FD8
14417,HALMAG5AA22D7F71488
14418,HALMAG5AA22D7FC0485
14419,HALMAG5AA22D801ACB9
14420,HALMAG5AA22D806C892
14421,HALMAG5AA22D80BACAC
14422,HALMAG5AA22D81A902B
14423,HALMAG5AA22D8D6AF6E
14424,HALMAG5AA22D8FBDB83
14425,HALMAG5AA22D9095B21
14426,HALMAG5AA22D913D50D
14427,HALMAG5AA22D9710DAB
14428,HALMAG5AA22D975F600
14429,HALMAG5AA22D98DFF09
14430,HALMAG5AA22D9D4FAD6
14431,HALMAG5AA22DA031D3D
14432,HALMAG5ABDC57532862
14433,HALMAG5AE18377E03A4
14434,HALMAG5AE183E99CD9A
14435,HALMAG5B18F88A12E07
14436,HALMAG5B18F88ADA2F7
14437,HALMAJ59AC7BF780051
14438,HALMAJ59AC81A78135A
14439,HALMAJ59AC81AB461E5
14440,HALMAJ59AC81AF12AB0
14441,HALMAJ59C2722A0E112
14442,HALMAJ59C2722D3B9E8
14443,HALMAN5AFD5197EF8AE
14444,HALMAN5AFE87483E277
14445,HALMAN5AFE8748AA706
14446,HALMAN5AFE9E8B90623
14447,HALMAN5AFE9E8EA1846
14448,HALMAN5AFE9E951FCA1
14449,HALMAR59AC85DFA2CA8
14450,HALMAR59AC85E6E9467
14451,HALMAR59AC85EA7C32B
14452,HALMAR5A1EA40ED4837
14453,HALMAU5A4B23F5ADCFE
14454,HALMAU5A4B23F61C2AA
14455,HALMAU5A4B23F691275
14456,HALMAU5A4B23F711432
14457,HALMAU5B1975498843C
14458,HALMAU5B1B14B75557C
14459,HALMD5A83E49725341
14460,HALMD5A8D434792B3A
14461,HALMD5A8D436290BB9
14462,HALMD5AFAD84BE1C8B-38
14463,HALMD5AFAD84BE1C8B-40
14464,HALMD5AFAD84BE1C8B-44
14465,HALMEE59F8201174B32
14466,HALMEE59F82027B9448
14467,HALMEE59F8202E423FA
14468,HALMEE59F8205F8F627
14469,HALMEE59F821898F33B
14470,HALMEE59F821A15A421
14471,HALMEE59F821CE6E23B
14472,HALMEE59F821DBEDBB3
14473,HALMEE5A04477AE3F0F
14474,HALMEE5A0447805BEF6
14475,HALMEE5A0447817B29A
14476,HALMEE5A0449CB8F78C
14477,HALMEE5A0449CDEE021
14478,HALMEE5A0449D1EDB67
14479,HALMEG5A013F7D45B46
14480,HALMEH5B14DB27421F2
14481,HALMER5A0188BE73EAB
14482,HALMOT5A8AB90903B9F
14483,HALMOT5A8AB918AA7C9
14484,HALMOT5A8D260141B99
14485,HALMOT5A8D2609E940C
14486,HALMOV5AA8C8A042D50
14487,HALMOV5AA8C8A0C136F
14488,HALMOV5AA8C8A1BD28F
14489,HALMOV5AAB5F2D73938
14490,HALMOV5AAB5F3660F9B
14491,HALMOV5AAB5F36DAFCD
14492,HALMOV5AAB5F3868015
14493,HALMOV5AAB5F38E077A
14494,HALMOV5AAB5F39D602E
14495,HALMOV5ACD34B2A4639
14496,HALMOV5B10526962F55-Not Applicable
14497,HALMOV5B10526962F55-Not_Applicable
14498,HALMOV5B10595C793A7-Not Applicable
14499,HALMUN59ADC5CDB5FD1
14500,HALMUN59ADC5D0DBCA7
14501,HALNAD59E0AADE2B94F
14502,HALNAD59E0AAF0D2931
14503,HALNAD59E0ABB42B6AC
14504,HALNAD59E0AC1B3DE12
14505,HALNAD59E0AC2785F77
14506,HALNAD59E0AC2DB7C96
14507,HALNAD59E0AC30CD39A
14508,HALNAD59E0AC34006DC
14509,HALNAD59E0AC3709BD1
14510,HALNAD59E0AC3A2F6D2
14511,HALNAD59E0AC40365D6
14512,HALNAD59E0AC43448C8
14513,HALNAD59E0AC467B0D5
14514,HALNAD59E0AC4993120
14515,HALNAD59E0AC4FB1B7E
14516,HALNAD59E0AC52CC141
14517,HALNAD59E0AC55D6238
14518,HALNAD59E0AC6267FEA
14519,HALNAD59E0AC688921B
14520,HALNAD59E0AC6BB7CAA
14521,HALNAD59E0AC6EF1E42
14522,HALNAD59E0AC751A4E2
14523,HALNAD59E0AC7E42CE6
14524,HALNAD59E0AC8A95892
14525,HALNAD59E0AC90A6CA5
14526,HALNAD59E0AC99D7DAB
14527,HALNAD59E0ACA03B613
14528,HALNAD59E0ACA67753C
14529,HALNAD59E0ACAC8CB76
14530,HALNAD59E0ACB2BD88F
14531,HALNAD59E0ACB5EDB65
14532,HALNAD59E0ACC20413E
14533,HALNAD59E0ACCB5C693
14534,HALNAD59E0ACCE6608D
14535,HALNAD59E0ACD185D4F
14536,HALNAD59E0ACD48C0BF
14537,HALNAD59E0AD67A702A
14538,HALNAD59E0AD6AA121E
14539,HALNAD59E0AD7728A6D
14540,HALNAD59E0AD7A41FAD
14541,HALNAD59E0AD804D035
14542,HALNAD59E0ADB3793ED
14543,HALNAD59E0ADB69088E
14544,HALNAD59E0ADBFE45BB
14545,HALNAD59E0ADCC46039
14546,HALNAD59E0BC8069AE0
14547,HALNAD59E0BC9F1E394
14548,HALNAD59E0BCA22BE23
14549,HALNAD59E0BCB1A016E
14550,HALNAD59E0BCBABCE6A
14551,HALNAD59E0BCC106ACD
14552,HALNAD59E0BCC434319
14553,HALNAD59E0BCC73F179
14554,HALNAD59E0BCCA448CA
14555,HALNAD59E0BCCD52382
14556,HALNAD59E0BCD05A6B3
14557,HALNAD59E0BCD36685C
14558,HALNAD59E0BCD6723A7
14559,HALNAD59E0BCD96C341
14560,HALNAD5A724346DD4C7
14561,HALNAD5A724347E3CBE
14562,HALNAD5A72434872DE7
14563,HALNAD5A724349F3EFA
14564,HALNAD5A72434B09F39
14565,HALNAR5A0995E292D7D
14566,HALNAR5A0995E2E6F42
14567,HALNAR5A0995E3963F5
14568,HALNAR5A0995E6A1587
14569,HALNAR5A0995EED0385
14570,HALNAR5A0995F104A89
14571,HALNAR5A0995F3AA2D1
14572,HALNAR5A0995F6613CB
14573,HALNAR5A0995F81238A
14574,HALNAR5A0996034C229
14575,HALNAR5A099605181DF
14576,HALNAR5A099611700BA
14577,HALNAR5A099616B914E
14578,HALNAR5A09961A99EBF
14579,HALNAR5A0996217136D
14580,HALNAR5A4C714CC2629
14581,HALNAR5A4C714F03B2B
14582,HALNAR5A4C715B9F0D2
14583,HALNAR5A4C7179098FD
14584,HALNAR5A4C717B60917
14585,HALNAR5A4C717E3F220
14586,HALNAR5A4C717ECCC4A
14587,HALNAR5A4C719975B5F
14588,HALNAR5A4C719DD4AD8
14589,HALNAR5A4C71A0D1B86
14590,HALNAR5A4C71A201C17
14591,HALNAR5A4C71A327E38
14592,HALNAR5A4C71A576224
14593,HALNAR5A4C71A72F095
14594,HALNAR5A4C71AB45B07
14595,HALNAR5A4C71AC805A5
14596,HALNAR5A4C71AD1948C
14597,HALNAR5A4C71B09958B
14598,HALNAR5A4C71B1C6F11
14599,HALNAR5A4C71B303F7B
14600,HALNAR5A8BD69508EFD
14601,HALNAR5A8BD69893F3B
14602,HALNAR5A8BD69A23A49
14603,HALNAR5A8BD6A63FBC9
14604,HALNAR5A8BD6A70E506
14605,HALNAR5A8BD6AEE2BE8
14606,HALNAR5A8BD6B32249E
14607,HALNAR5A8BD6BD3AAB9
14608,HALNAR5AA240E389A2B
14609,HALNAR5AA37CD1937F3
14610,HALNAR5AC1F50D5E933
14611,HALNAR5AC1F85E60CA9
14612,HALNAR5AE6C4877231F-King
14613,HALNAR5AE6D5A7D773E
14614,HALNAR5AE6D81E239A3
14615,HALNAR5AE6D9B7976DE
14616,HALNET59E7A11B49F12
14617,HALNET5B2BAC8811B35
14618,HALNET5B2BB330A5293
14619,HALNIC5A1EA4DB8DB96
14620,HALNIC5A1EA4EE52BE0
14621,HALNIC5A38AE74DDF05
14622,HALNIC5A38AE754DCEF
14623,HALNIC5A58507ABA754
14624,HALNIC5A5DCD3D87AFE
14625,HALNIC5A5DCD44B724B
14626,HALNIC5A981F720408C
14627,HALNIG5AAA40458B3E4
14628,HALNOV5A268E61CD38C
14629,HALNOV5A268E6652577
14630,HALNOV5A268E6DB83D7
14631,HALNOV5A268E6E497F3
14632,HALODD59ACB8551A86D
14633,HALODD5A27C47BB0AEA
14634,HALODD5A9D1D4A2E1A0
14635,HALODD5A9D1E006951D
14636,HALODD5A9D1F513C4FE
14637,HALODD5B18D4A2D36CD
14638,HALODD5B18D630B3D5F
14639,HALODD5B18D827D3807
14640,HALODD5B18D9E0A6AB2
14641,HALODD5B18DCFAA2495
14642,HALODD5B1B71E6E473F
14643,HALODE5AD5DFC42153A
14644,HALODE5AD5DFC4B999B
14645,HALODE5AD5DFC720FB0
14646,HALOME5A0973877CD72
14647,HALOME5A097388BA6AF
14648,HALOME5A58506C33788
14649,HALOME5A58506D1B34A
14650,HALOME5A96E61F88920
14651,HALOME5A96E81AEDFFF
14652,HALOME5A980BC839C72
14653,HALOME5A98361B7F319
14654,HALONL5AFD519CD36B2
14655,HALONL5AFD519DA1129
14656,HALONL5AFE8744AEDB7
14657,HALOSA5ACE0973E9F7E
14658,HALOSA5ACE09747B510
14659,HALOSA5ACE097516291
14660,HALOSA5ACE0975BCD48
14661,HALOSA5ACE09765F382
14662,HALOTH5AC35BA4BF598
14663,HALOTH5AED715CD86C2-2
14664,HALOTH5B3910CA63D10
14665,HALOTT59AD5ACECF5CC
14666,HALOTT59AE0DBFC9271
14667,HALOTT59AE0DD5DD11D
14668,HALOTT59AE0DD8E9115
14669,HALOTT5AFABAD16E585
14670,HALPAK59AC4401B3ED2
14671,HALPAK59AC440E4BA05
14672,HALPAK59AC4B88E181D
14673,HALPAK59AC4B8DC4B21
14674,HALPAK59AD3F53845E5
14675,HALPAK59AD3F578FEAF
14676,HALPAK59BA215F2F183
14677,HALPAK59BA216360F5E
14678,HALPAK5B0BA1D35AB42
14679,HALPAK5B0BA1E898986
14680,HALPAK5B0BA1E9AD785
14681,HALPAK5B0E5A4AD69B5
14682,HALPAL5AAB7984B9D1E
14683,HALPAN5B4841CDEA815
14684,HALPIO5A97CFB238A45
14685,HALPKB5A8D4CB2AE3DF
14686,HALPKB5A8D4CB3070B1
14687,HALPKB5A8D4CC175AA7
14688,HALPKB5A8D4CC4D9541
14689,HALPKB5A8D4CC7CD7C2
14690,HALPKB5A8D4CCD0E4D2
14691,HALPKB5A8D4CCD99F52
14692,HALPKB5A8D4CCFB37FE
14693,HALPKB5A8D4CD085409
14694,HALPKB5A8D4CD49CE37
14695,HALPKB5A8D55D76CD71
14696,HALPKB5A8D55DAE0108
14697,HALPKB5A8D55E57B5D1
14698,HALPKB5A8D55E7A9C66
14699,HALPKB5A8E77B202AE0
14700,HALPKB5B5AF56F93725
14701,HALPRE5A1EA506D3836
14702,HALPRE5A1EA53A3BCCE
14703,HALPRE5A93D245A596C
14704,HALPRO5A93D243054D3
14705,HALPRO5B0FC14B70649
14706,HALPRO5B0FC176175D0
14707,HALPRO5B0FC1808235D
14708,HALPRO5B0FC1A320075
14709,HALPRO5B0FC1AD779DF
14710,HALPRO5B0FC1AE490AC
14711,HALPRO5B0FC1B362351
14712,HALPRO5B0FC1B5CE802
14713,HALPRO5B0FCCC09F667
14714,HALQAD5B333B89C2862
14715,HALQAD5B337025A5621
14716,HALQQ59AD3236F1B15
14717,HALQQ59AD3EDB68482
14718,HALQQ59AD3EE239AE6
14719,HALQQ59AD3EF60D1BC
14720,HALQQ59BAA5B0E8691
14721,HALQQ59BAA5B7C5D65
14722,HALQQ59BC2478D6861
14723,HALQQ59BC247C2F25B
14724,HALQQ59BC248BB69AA
14725,HALQQ59BC2492729BC
14726,HALQQ59BC24991C0C3
14727,HALQQ59BC249F9FACD
14728,HALQQ59BC24A301968
14729,HALQQ59BC24A660B63
14730,HALQQ59BC24A9B1369
14731,HALQQ59BC24ACEFD59
14732,HALQUI59FC50DC0CA02
14733,HALQUI59FC50DD089E6
14734,HALQUI5A02EDAA2C18D
14735,HALQUI5A02EDAB2FABD
14736,HALQUI5A02EDACDA5CD
14737,HALQUI5A02EDB28CCD1
14738,HALQUI5A02EDB6A1F8C
14739,HALQUI5A02EDB7A6AE7
14740,HALQUI5A02EDB802B26
14741,HALQUI5A02EDB851B69
14742,HALQUI5A02EDB8A2D1A
14743,HALQUI5A02EDB9A0E78
14744,HALQUI5A02EDB9F33AB
14745,HALQUI5A02EDBA4F6C1
14746,HALQUI5A02EDBD4EAEE
14747,HALQUI5A02EDBDEFA14
14748,HALQUI5A02EDC24F820
14749,HALQUI5A02EDC2ECA2E
14750,HALQUI5A02EDC3488C2
14751,HALQUI5A02EDC39839D
14752,HALQUI5A02EDC3E7DFD
14753,HALQUI5A02EDC73168C
14754,HALQUI5A02EDC9E48EA
14755,HALQUI5A02EDCA3F404
14756,HALQUI5A02EDCAE1262
14757,HALQUI5A02EDCB9031E
14758,HALQUI5A02EDCE5C34D
14759,HALQUI5A02EDCF594C4
14760,HALQUI5A02EDCFA7C15
14761,HALQUI5A02EDD155F8D
14762,HALQUI5A02EDD2A58BB
14763,HALQUI5A02EDD3566D4
14764,HALRAC5A5ED91A843D7
14765,HALRAJ59AC4A3C6BD9D
14766,HALRAJ59AC4A48B7A37
14767,HALRAJ59AC505E93F41
14768,HALRAJ59AC6B01EF3F9
14769,HALRAJ59AC6B12CE26E
14770,HALRAJ59AC6B335048A
14771,HALRAJ59AC6F3324403
14772,HALRAJ59AC7BB770A17
14773,HALRAJ59AC96F99BCBD
14774,HALRAJ59ACB35158E1A
14775,HALRAJ59ACB35E230AD
14776,HALRAJ59ACB362B32F0
14777,HALRAJ59ACB36ABD392
14778,HALRAJ59ACB37325676
14779,HALRAJ59BA8AF93FDBB
14780,HALRAJ59C9F40042842
14781,HALRAJ59C9F6702B2B0
14782,HALRAU59F6BB4F21DA2
14783,HALRAU59F6BB525791E
14784,HALRAU5AA7FCD30EA0A
14785,HALRBT59AC97788150B
14786,HALRBT59AC977D1F92B
14787,HALRBT59ACB2324E13F
14788,HALRBT59ACB23ED153F
14789,HALRBT59ACB24475A13
14790,HALRBT59ACB24ACF0B9
14791,HALRBT59C27268F24B2
14792,HALRBT59C2727780455
14793,HALRBT59C2727B18E68
14794,HALRBT59C272899CB66
14795,HALRBT59C272912147A
14796,HALRBT59C272950F6A1
14797,HALRBT59C272A2A98F9
14798,HALRBT59C272A985031
14799,HALRBT59EF19E9946F6
14800,HALRBT59EF19FAD42A0
14801,HALRBT59EF1A016F020
14802,HALRBT59EF1A04892EA
14803,HALRBT59EF1A07BF619
14804,HALRBT59EF1A0B234B9
14805,HALRBT59EF1A0E81EF2
14806,HALRBT59EF1A1554505
14807,HALRBT59EF1A1C17FAF
14808,HALRBT59EF1A1F688EC
14809,HALRBT5A0C23DDDAA13
14810,HALRBT5A266D8516BA1
14811,HALRBT5A266D8A65B8B
14812,HALRBT5A266D8BB889B
14813,HALRBT5A266D8D37FAD
14814,HALRBT5A266D8EEA26E
14815,HALRBT5B33966E48573
14816,HALRBT5B3DE8D057CE8
14817,HALRBT5B549ADDCB037
14818,HALREG5A8161ED5C42C
14819,HALREG5A81624AD012D
14820,HALREG5A81624D77F7F
14821,HALREG5A81624EF39D8
14822,HALREL59AC5328BD6F6
14823,HALREL59AC532CDAACE
14824,HALREL59AC533631B99
14825,HALREL59AC533A63D53
14826,HALREL59AC5342E453A
14827,HALREL59AC534B1E0A2
14828,HALREL59AC535427A7C
14829,HALREL59AC535CB4571
14830,HALREL59AD409F720EE
14831,HALREL59AD40B1A533B
14832,HALREL59BA2305D830E
14833,HALREL59BB01FA4AB47
14834,HALREL59BB02310AB44
14835,HALREL59BB023D646B5
14836,HALREL59BB027DD09B0
14837,HALREL59BB0286C2030
14838,HALREL59BB028FE19A4
14839,HALREL59BB029F5B9B0
14840,HALREL59C343267AFBF
14841,HALREL59C3432C8DCBF
14842,HALREL59C3434AD0E0A
14843,HALREL59C3436FBADD9
14844,HALREL59C34372CB889
14845,HALREL59C3437939BAA
14846,HALREL59C3437C46CB0
14847,HALREL59C3438B8F3C4
14848,HALREL59C34394BE4D9
14849,HALREL59C34397CB0A8
14850,HALREL5B28DAAB263B1
14851,HALREL5B28DAAF363B2
14852,HALREL5B28DAB1A460F
14853,HALREL5B28DAB720D8F
14854,HALREL5B28DAC553259
14855,HALREL5B28DB0340EB4
14856,HALREL5B28DB0B7CCB6
14857,HALREL5B28DB0CBE1F0
14858,HALREL5B28DB1270332
14859,HALREL5B28DB19618D7
14860,HALREL5B28DB3A4FF7C
14861,HALREL5B28DB40C97D8
14862,HALREL5B28DB453955C
14863,HALREL5B28DB9F3FC66
14864,HALREL5B28DBA41E99D
14865,HALREL5B28DBA65E4AF
14866,HALREL5B28DBA7EEA1D
14867,HALREL5B28DBB6B4A6B
14868,HALREL5B28DBB7979A3
14869,HALREL5B28DBB8810A0
14870,HALREL5B28DBF28F885
14871,HALREL5B28DD6AE7AE9
14872,HALREL5B28DDBC13717
14873,HALREN59C21B5DE1636
14874,HALRGS5AABD67293ABC
14875,HALRID59F837F7B8E12
14876,HALRUB59F866903F11B
14877,HALRUB5A0D76EA16F1E
14878,HALRUB5A0D76EF57624
14879,HALRUB5A0D76EFD012E
14880,HALRUB5A32338E27034
14881,HALRUB5AC7644719823
14882,HALRUB5B49B51A39CC1
14883,HALRUB5B49B7EB431D8
14884,HALRUS59AC82AA2A133
14885,HALRUS59AC82ADDF966
14886,HALRUS59AD94FEC641C
14887,HALRUS59AD9501DEA25
14888,HALRUS59AD95052C8A2
14889,HALRUS59AD950869218
14890,HALRUS59AD9511B93C1
14891,HALRUS59AD9528C215E
14892,HALRUS59AD952F29AF3
14893,HALRUS59AD953DAC38C
14894,HALRUS59AD954104CBF
14895,HALRUS59AD9554C00B4
14896,HALRUS59BA6686C82B0
14897,HALSAM5A7BFE51D502A
14898,HALSAS5A1EA3FA0E3CC
14899,HALSAY5A3B9747A248C
14900,HALSAY5A3B97484A322
14901,HALSAY5A3B97498D4B5
14902,HALSAY5A3B974A3635E
14903,HALSAY5A3B974AC64A6
14904,HALSAY5A3B974B5B78B
14905,HALSAY5A3B974BF1256
14906,HALSAY5A3B974DDB55A
14907,HALSEL5A702569DCE48
14908,HALSEL5A7025DE9A7C3
14909,HALSEL5A702604B418C
14910,HALSEL5A70260B002CD
14911,HALSEL5A70261081381
14912,HALSEL5A702641793E8
14913,HALSEL5A70268E05C98
14914,HALSEL5A7026CC03BA3
14915,HALSEN5A0993A506627
14916,HALSEP5A96805B11CB0
14917,HALSEV59AC538978209
14918,HALSEV59AC538DC123B
14919,HALSEV59AC53920CC8F
14920,HALSEV59AC53965B339
14921,HALSEV59AC539AA1F13
14922,HALSEV59AC539EEA124
14923,HALSEV59AC53A7A77FD
14924,HALSEV59AC53ABF0DD9
14925,HALSEV59AC53B039A2D
14926,HALSEV59AC53B480A29
14927,HALSEV59AC53B8D43F0
14928,HALSEV59AD40CAE5EAF
14929,HALSEV59AD40CF7CABC
14930,HALSEV59AD40D447E83
14931,HALSEV59AD40D91C2C1
14932,HALSEV59AD40DD47538
14933,HALSEV59AD40E1CC33B
14934,HALSEV59AD40EB1EC9E
14935,HALSEV59AD40EF47FCA
14936,HALSEV59ADDBB268CB2
14937,HALSEV59ADDBB8AD32D
14938,HALSEV59FABBEBF3E0A
14939,HALSEV5AFF4CEC694EE
14940,HALSF-5A4B7A397257A
14941,HALSF-5A841B18F2F3C
14942,HALSF-5A89BBFC7AC4C
14943,HALSF-5A943D26F1B8B
14944,HALSF-5A94441367C39
14945,HALSF-5A958908827BC
14946,HALSF-5AC147EE44392
14947,HALSF-5AC14B2B7DC6B
14948,HALSF-5AFB47A1A9A07
14949,HALSH5A8EA195039E0
14950,HALSH5A8EA198B5CF4
14951,HALSHA59EDF2C118B77
14952,HALSHA59EDF2C732DB6
14953,HALSHA59EDF2D0BC652
14954,HALSHA59EDF2D3B7F0C
14955,HALSHA59EDF30011A23
14956,HALSHA59EDF306467C6
14957,HALSHA59EDF34B7FA43
14958,HALSHA59EDF351BF986
14959,HALSHA59EDF35503A78
14960,HALSHA59EDF36E92138
14961,HALSHA59EDF3719A238
14962,HALSHA59EDF3F5EB0AA
14963,HALSHA59EDF415026CC
14964,HALSHA59EDF41EA0326
14965,HALSHA59EDF424BF259
14966,HALSHA59EDF427CBD0B
14967,HALSHA59EDF4BD217B4
14968,HALSHA59EDF5B83021E
14969,HALSHA59EDF6D2AE568
14970,HALSHA59EDF6D8E2B9B
14971,HALSHA59EDF6E87760E
14972,HALSHA59EDF6EB9E101
14973,HALSHA59EDF6EEBBBC4
14974,HALSHA59EDF6F4E3AAB
14975,HALSHA59EDF6FE343C9
14976,HALSHA59EDF707CCC51
14977,HALSHA59EDF70B00EE8
14978,HALSHA59EDF70E3E145
14979,HALSHA59EDF717BAE5A
14980,HALSHA59EDF71AE1387
14981,HALSHA59EDF7275176E
14982,HALSHA59EDF733DAC86
14983,HALSHA59EDF7370FC1A
14984,HALSHA59EDF7467880A
14985,HALSHA59EDF7499DE37
14986,HALSHA59EDF74FD068C
14987,HALSHA59EDF7562235A
14988,HALSHA59EDF79661617
14989,HALSHA59EDF79FD0625
14990,HALSHA59EDF7A2E41E3
14991,HALSHA59EDF7A6053C6
14992,HALSHA59EDF7A928ADA
14993,HALSHA59EDF7B530DE4
14994,HALSHA59EDF7B8431EC
14995,HALSHA59EDF7BB45017
14996,HALSHA59EDF7CD3AF9F
14997,HALSHA59EDF7D67EFD2
14998,HALSHA59EDF7D975F48
14999,HALSHA59EDF7E2BC7E5
15000,HALSHA59EDF7F38EA39
15001,HALSHA59EDF7FCBD497
15002,HALSHA59EDF80F3DD41
15003,HALSHA59EDF8189C214
15004,HALSHA59EDF81E9104F
15005,HALSHA59EDF8249C28B
15006,HALSHA59EDF827C88EB
15007,HALSHA59EDF837000BD
15008,HALSHA59EDF83A11520
15009,HALSHA59EDF84F6BA1C
15010,HALSHA59EDF871CEF65
15011,HALSHA59EDF87E87BF9
15012,HALSHA59EDF881B6F83
15013,HALSHA59EDF89AAC4EE
15014,HALSHA59EDF8A3EDA80
15015,HALSHA59EDF8C911A64
15016,HALSHA59EDF8EA19CFC
15017,HALSHA59EDF8ED2ACB6
15018,HALSHA59EDF8F38AD89
15019,HALSHA59EDF900413FA
15020,HALSHA59EDF90CBADB4
15021,HALSHA59EDF92910933
15022,HALSHA59EDF92C1A4BF
15023,HALSHA59EDF938CEBB3
15024,HALSHA59EDF93BCA936
15025,HALSHA59EDF944D1A03
15026,HALSHA59EDF947DB057
15027,HALSHA59EDF94E10B90
15028,HALSHA59EDF957528D0
15029,HALSHA59EDF966E2B83
15030,HALSHA59EDF969CD2FD
15031,HALSHA59EDFB9276B90
15032,HALSHA59F1E1E99BD6E
15033,HALSHA59F1E1F2BFA89
15034,HALSHA5A7C4E991B715
15035,HALSHA5A7C4EB35DA06
15036,HALSHA5B697A79C957B
15037,HALSHA5B697A9D1BEDE
15038,HALSHA5B697A9E09E16
15039,HALSHO59F82DBD7CFBD
15040,HALSHO59F82DC4B6D3E
15041,HALSHO59F82DCBC19A8
15042,HALSHO59F82DCF23126
15043,HALSHO59F82DD716A2C
15044,HALSHO59F82DDDC67AD
15045,HALSHO59F82DE96CA57
15046,HALSHO59F82E0137E7C
15047,HALSHO59F82E04754D7
15048,HALSHO59F82E07C4E63
15049,HALSHO59F82E0B3AEED
15050,HALSHO59F82E124788B
15051,HALSHO59F82E2C39893
15052,HALSHO59F82E2F7B779
15053,HALSHO59F82E32B2C72
15054,HALSHO59F82E3966C80
15055,HALSHO59F82E3D176E6
15056,HALSHO59F82E6C67696
15057,HALSHO59F82E7A8410D
15058,HALSHO59F82E7E18E28
15059,HALSHO59F82E8185E97
15060,HALSHO59F82E84E4BDA
15061,HALSHO59F82E888F5F8
15062,HALSHO59F82E8C533C1
15063,HALSHO59F82E9020759
15064,HALSHO59F82E93CD92E
15065,HALSHO59F82E972D2B7
15066,HALSHO59F82E9B09FDD
15067,HALSHO59F82EA23FB6F
15068,HALSHO59F82EA592F13
15069,HALSHO59F82EA8E98C5
15070,HALSHO59F82EAFAA0B5
15071,HALSHO59F82EB64DA59
15072,HALSHO59F82EB98633F
15073,HALSHO59F82EBCC1EF7
15074,HALSHO59F82EC34788B
15075,HALSHO59F82EC9C330F
15076,HALSHO59F82ECD11460
15077,HALSHO59F82ED06B48B
15078,HALSHO59F82ED41AA57
15079,HALSHO59F82ED7AD165
15080,HALSHO59F82EDD5A1AA
15081,HALSHO59F82EF537BA1
15082,HALSHO59F82EFC0BBA6
15083,HALSHO59F82EFF78135
15084,HALSHO59F82F02ED881
15085,HALSHO59F82F09A92A3
15086,HALSHO59F82F173D751
15087,HALSHO59F82F1AE43EF
15088,HALSHO59F82F1E4A710
15089,HALSHO59F82F234786D
15090,HALSHO59F82F29CD4F5
15091,HALSHO59F82F2D4F552
15092,HALSHO59F82F3400F1C
15093,HALSHO59F82F4BAA27B
15094,HALSHO59F82F52C28F8
15095,HALSHO59F82F6064AA0
15096,HALSHO59F82F6CD5213
15097,HALSHO59F82F73DA51E
15098,HALSHO59F82F8157BBA
15099,HALSHO59F82F8CAA710
15100,HALSHO59F82FA8DDC78
15101,HALSHO59F82FAC70889
15102,HALSHO59F82FB0502B1
15103,HALSHO59F82FB3EB64B
15104,HALSHO59F82FB761DE8
15105,HALSHO59F82FBE14B7F
15106,HALSHO59F82FC1A7352
15107,HALSHO59F82FC51FC7E
15108,HALSHO59F82FCC1B430
15109,HALSHO59F82FCF89F5F
15110,HALSHO59F8309F2555B
15111,HALSHO59F830A6A2D26
15112,HALSHO59F830AD5E305
15113,HALSHO59F830B0948F1
15114,HALSHO59F830B6ED522
15115,HALSHO59F830BDA364D
15116,HALSHO59F830C1002FD
15117,HALSHO59F830CE4C6AF
15118,HALSHO59F830D52F9FE
15119,HALSHO59F830DFB22F6
15120,HALSHO59F830E3231B1
15121,HALSHO59F830E9DD186
15122,HALSHO59F830F3CBBFA
15123,HALSHO59F830FA36DDB
15124,HALSHO59F830FD6C954
15125,HALSHO59F8310441924
15126,HALSHO59F831078341B
15127,HALSHO59F8310E17AFB
15128,HALSHO59F831114F72E
